type	latitude	longitude	altitude (m)	name
W	22.331624383	-100.986413633	1830.0	P_2578
W	22.065152301	-100.891155881	1876.7	P_2579
W	22.095340712	-100.904071214	1850.0	P_2580
W	22.075713585	-100.970920896	2167.4	P_2581
W	22.397164513	-100.892574511	1854.2	P_2582
W	22.230692524	-100.957945574	1845.0	P_2583
W	22.293404404	-100.919054814	1830.0	P_2584
W	22.595776054	-100.993620833	1669.0	P_2585
W	22.574428970	-101.026940680	1717.6	P_2586
W	22.344533742	-100.897152499	1827.2	P_2587
W	22.442532237	-100.980366304	1855.7	P_2588
W	22.536126380	-101.084241647	1830.7	P_2589
W	22.491299374	-100.970471501	1759.2	P_2590
W	22.134656553	-101.085027257	2111.4	P_2591
W	22.047208291	-101.042689504	2278.1	P_2592
W	22.108827043	-100.927956769	1851.0	P_2593
W	22.546882418	-101.088432278	1832.7	P_2594
W	22.615974195	-100.925443124	1640.1	P_2595
W	22.005604805	-100.978136260	2325.2	P_2596
W	22.526216190	-101.136839826	2104.9	P_2597
W	22.636797180	-100.940055946	1637.0	P_2598
W	22.482399388	-100.975180417	1801.9	P_2599
W	22.590960440	-101.050203516	1749.0	P_2600
W	22.393705274	-100.928345648	1873.8	P_2601
W	22.461788726	-100.976338106	1865.0	P_2602
W	22.553444550	-100.976364235	1670.0	P_2603
W	22.418483894	-100.841598789	1827.0	P_2604
W	22.629523273	-100.896055305	1630.0	P_2605
W	22.502935519	-101.077657131	1883.2	P_2606
W	22.050879626	-100.965375179	2214.3	P_2607
W	22.273386124	-100.993662194	1850.0	P_2608
W	22.560226706	-101.008921246	1688.9	P_2609
W	22.490010614	-101.066713501	1801.8	P_2610
W	22.517137420	-101.028852132	1707.0	P_2611
W	22.078371744	-100.945680028	2075.7	P_2612
W	22.128850328	-101.116258143	2195.7	P_2613
W	22.465655165	-100.939261127	1855.3	P_2614
W	22.443656601	-100.952757473	1859.9	P_2615
W	22.344954039	-100.889882527	1827.0	P_2616
W	22.334159247	-100.950398046	1827.0	P_2617
W	22.438636084	-100.940623112	1937.6	P_2618
W	22.017559965	-100.916902527	1968.5	P_2619
W	22.461638144	-101.007403722	1813.3	P_2620
W	22.571018893	-101.084440908	1857.5	P_2621
W	22.103771885	-101.057402705	2056.8	P_2622
W	22.573591037	-101.050842720	1760.0	P_2623
W	22.089390545	-101.039744545	2105.5	P_2624
W	21.998910045	-101.000970528	2285.3	P_2625
W	22.440576586	-100.799379330	1964.9	P_2626
W	22.511624181	-101.022767689	1707.0	P_2627
W	22.032837298	-100.866054505	1861.0	P_2628
W	22.499602476	-100.997704497	1775.3	P_2629
W	22.165053020	-100.957470664	1855.0	P_2630
W	22.035514173	-101.084315753	2262.4	P_2631
W	22.331495643	-100.904917507	1835.3	P_2632
W	22.066118086	-100.953867372	2010.1	P_2633
W	22.041479995	-101.062988508	2177.9	P_2634
W	22.253829047	-100.914431139	1832.3	P_2635
W	22.492367910	-100.959910108	1807.3	P_2636
W	22.071911680	-100.947260202	2108.7	P_2637
W	22.076890570	-100.998628687	2280.7	P_2638
W	21.994567285	-100.839088830	1841.8	P_2639
W	21.989122272	-101.044413671	2523.6	P_2640
W	22.588471633	-101.043007850	1738.3	P_2641
W	22.050492366	-100.943463569	2232.8	P_2642
W	22.152797301	-101.077765209	2006.8	P_2643
W	22.030528363	-100.997354213	2402.9	P_2644
W	22.250706076	-100.955417643	1840.0	P_2645
W	22.518813776	-100.914583914	1728.8	P_2646
W	22.156992103	-101.014117138	1877.2	P_2647
W	22.515032911	-101.104034976	1987.5	P_2648
W	22.274914992	-100.984567836	1850.0	P_2649
W	22.039716727	-100.936146521	2018.0	P_2650
W	22.331641041	-100.898878914	1827.0	P_2651
W	22.568375538	-101.025134665	1704.0	P_2652
W	22.023848603	-101.083899239	2300.3	P_2653
W	22.647074307	-100.919099516	1629.0	P_2654
W	22.323594956	-100.900073223	1870.0	P_2655
W	22.115280009	-100.959974308	1878.2	P_2656
W	22.042172406	-101.022048289	2120.7	P_2657
W	22.450091067	-101.040508739	1948.8	P_2658
W	22.413357957	-100.960886485	1837.7	P_2659
W	22.560174338	-100.938115792	1660.9	P_2660
W	22.372147588	-100.990491268	1820.2	P_2661
W	22.497974235	-101.007353001	1806.2	P_2662
W	22.043573422	-101.156741346	2295.7	P_2663
W	22.524138898	-101.023996188	1701.3	P_2664
W	22.447412187	-100.856053829	1833.1	P_2665
W	22.292759077	-100.932353405	1830.0	P_2666
W	22.023929675	-101.109883020	2368.8	P_2667
W	22.078972831	-101.137658129	2253.9	P_2668
W	22.448525267	-100.828633681	1912.7	P_2669
W	22.014668748	-100.865132285	1853.0	P_2670
W	22.250105927	-100.944483041	1840.0	P_2671
W	22.086520452	-101.108572762	2059.2	P_2672
W	22.356393827	-100.926292534	1820.0	P_2673
W	22.483260188	-100.984842402	1873.5	P_2674
W	22.482071463	-101.074679961	1872.0	P_2675
W	22.274515823	-100.917777771	1831.0	P_2676
W	22.165840239	-100.986414942	1865.6	P_2677
W	22.004017095	-100.897697705	1891.8	P_2678
W	22.544573877	-101.048771206	1736.0	P_2679
W	22.181520501	-101.005271917	1887.9	P_2680
W	22.044080944	-101.092136884	2228.7	P_2681
W	22.029602117	-100.986187266	2524.6	P_2682
W	22.312719070	-100.916940749	1833.3	P_2683
W	22.399258814	-100.910812491	1990.3	P_2684
W	22.147079181	-101.060363720	2005.5	P_2685
W	22.021175759	-100.934705249	2219.9	P_2686
W	22.398156675	-100.939605969	1861.9	P_2687
W	22.037754560	-101.054797032	2233.2	P_2688
W	22.092237624	-101.111524701	2091.3	P_2689
W	22.352932881	-100.912944953	1834.2	P_2690
W	22.094050730	-100.970370820	1968.2	P_2691
W	22.020743942	-100.832898515	1849.8	P_2692
W	22.041571786	-100.988312903	2602.4	P_2693
W	22.042747224	-101.154915376	2311.6	P_2694
W	22.615465889	-100.916033353	1638.0	P_2695
W	22.491629830	-100.984665460	1844.6	P_2696
W	22.399267436	-100.829952524	1828.9	P_2697
W	22.497637478	-101.038300585	1753.3	P_2698
W	22.108492550	-100.938069305	1858.5	P_2699
W	22.058758481	-101.122573497	2271.6	P_2700
W	22.050539541	-101.123419240	2354.4	P_2701
W	22.617413655	-100.996199845	1667.9	P_2702
W	22.250345929	-100.985671639	1857.3	P_2703
W	22.591248514	-101.026835669	1712.1	P_2704
W	22.590922035	-100.985772128	1664.2	P_2705
W	22.403069171	-100.926657014	1904.1	P_2706
W	22.459900022	-100.979987472	1842.9	P_2707
W	22.111735307	-100.923394588	1847.0	P_2708
W	22.120046965	-101.097983665	2142.2	P_2709
W	22.391841277	-100.881771570	1830.0	P_2710
W	22.021183609	-100.827854304	1853.0	P_2711
W	22.074077693	-101.025191035	2238.4	P_2712
W	22.038086272	-100.972940475	2536.9	P_2713
W	22.544654752	-101.020085974	1702.9	P_2714
W	22.063593793	-101.024493067	2405.7	P_2715
W	22.301934344	-100.960017217	1830.0	P_2716
W	22.544625461	-101.089283368	1804.5	P_2717
W	22.576748012	-100.972070387	1660.0	P_2718
W	22.234197385	-100.962552608	1845.7	P_2719
W	22.088270840	-100.884493008	1860.0	P_2720
W	22.088906043	-101.122612789	2139.3	P_2721
W	22.134729422	-100.942887600	1854.0	P_2722
W	22.132993533	-100.976744278	1876.0	P_2723
W	22.430553405	-100.947535190	1896.2	P_2724
W	22.313920556	-100.899548167	1828.0	P_2725
W	22.274924355	-100.941079289	1833.0	P_2726
W	21.995961040	-100.984255839	2477.9	P_2727
W	22.464954160	-100.856883964	1859.7	P_2728
W	22.032500398	-100.820080129	1860.0	P_2729
W	22.501846863	-101.011703589	1749.6	P_2730
W	22.302837908	-100.943374679	1831.0	P_2731
W	22.163488158	-100.998817649	1872.5	P_2732
W	22.030258341	-101.034573231	2366.4	P_2733
W	22.032917976	-100.878530112	1875.0	P_2734
W	22.391131392	-100.919428092	1898.6	P_2735
W	22.132873453	-101.121733441	2324.8	P_2736
W	22.339928781	-100.874936782	1832.0	P_2737
W	22.020663168	-101.071257099	2371.9	P_2738
W	22.466670674	-101.001790504	1824.3	P_2739
W	22.125889622	-101.105848847	2135.4	P_2740
W	22.380748249	-100.894393281	1882.3	P_2741
W	22.035590013	-100.906035780	1929.0	P_2742
W	22.085827734	-101.003227073	2291.7	P_2743
W	22.438425256	-100.869799251	1839.8	P_2744
W	21.994248677	-100.850095457	1839.0	P_2745
W	22.439386785	-100.965393538	1839.0	P_2746
W	22.533307116	-101.119129113	2089.2	P_2747
W	22.242513897	-100.968320639	1848.0	P_2748
W	22.478779980	-100.981214481	1831.8	P_2749
W	22.430069275	-100.863224091	1827.3	P_2750
W	22.040158619	-100.911311279	1934.2	P_2751
W	22.116160325	-101.078035684	2056.8	P_2752
W	22.466745345	-100.926085225	1899.3	P_2753
W	22.020699983	-101.046365490	2388.6	P_2754
W	22.114546636	-100.947053259	1863.1	P_2755
W	22.082011632	-101.021927732	2132.2	P_2756
W	22.028040662	-100.975782516	2658.3	P_2757
W	22.020626975	-100.945501803	2325.9	P_2758
W	22.031239534	-100.976587337	2669.0	P_2759
W	22.601576153	-100.968216310	1654.0	P_2760
W	22.002014483	-100.834288926	1848.7	P_2761
W	21.996572636	-100.860131679	1840.2	P_2762
W	22.259395571	-100.982133335	1851.0	P_2763
W	22.291001864	-100.978306796	1840.9	P_2764
W	22.135265434	-101.059064494	1942.1	P_2765
W	22.448019854	-100.951175616	1849.3	P_2766
W	22.017088001	-100.936026248	2362.6	P_2767
W	22.583841638	-100.998567668	1670.9	P_2768
W	22.155759042	-100.971934057	1862.0	P_2769
W	22.029295677	-101.067569621	2264.9	P_2770
W	22.376276913	-100.896671029	1947.8	P_2771
W	22.357613040	-100.919626891	1825.8	P_2772
W	22.205191728	-100.958722605	1855.0	P_2773
W	22.528530197	-101.124414442	2154.1	P_2774
W	22.491912346	-101.004894137	1822.0	P_2775
W	22.011691837	-100.854961119	1846.0	P_2776
W	22.539417065	-101.054712252	1751.1	P_2777
W	22.593634799	-100.977196986	1660.0	P_2778
W	22.008442057	-100.927766879	2048.9	P_2779
W	22.006923828	-100.875739842	1858.5	P_2780
W	22.491246413	-101.059572964	1767.0	P_2781
W	21.998530581	-101.005402614	2337.3	P_2782
W	22.522045573	-101.092477864	1904.1	P_2783
W	22.039007253	-101.054319766	2241.0	P_2784
W	22.447744550	-101.007810513	1883.3	P_2785
W	22.282723950	-100.960535070	1837.0	P_2786
W	22.005195856	-100.954495387	2410.8	P_2787
W	22.371042026	-100.893888000	1855.9	P_2788
W	21.990287985	-101.048273922	2610.3	P_2789
W	22.018930845	-100.889488533	1883.7	P_2790
W	22.574019938	-101.001973629	1677.8	P_2791
W	22.008706894	-100.856032793	1844.2	P_2792
W	22.614972953	-100.916610659	1638.0	P_2793
W	22.619370163	-100.982477739	1655.0	P_2794
W	22.024849951	-100.827245472	1852.0	P_2795
W	22.016105895	-100.827255907	1855.0	P_2796
W	22.535253029	-100.987708352	1685.0	P_2797
W	22.016081051	-101.099378859	2448.4	P_2798
W	22.244205869	-100.941721913	1840.0	P_2799
W	21.996854347	-101.003624608	2338.0	P_2800
W	22.330922783	-100.860584399	1829.0	P_2801
W	22.152489761	-100.991158812	1869.0	P_2802
W	22.506257015	-101.009300602	1744.2	P_2803
W	22.314300452	-100.951657131	1830.0	P_2804
W	22.333092791	-100.904836191	1828.4	P_2805
W	22.057859393	-101.070928528	2177.4	P_2806
W	22.018382908	-100.862904961	1852.7	P_2807
W	22.034594920	-100.856760717	1851.8	P_2808
W	22.203869497	-101.021687834	1900.4	P_2809
W	22.590944391	-100.972074967	1658.0	P_2810
W	22.076406010	-101.104997788	2085.7	P_2811
W	22.039026464	-101.010500802	2275.8	P_2812
W	22.452592109	-100.813800836	1968.0	P_2813
W	22.407964847	-100.914540033	1945.2	P_2814
W	22.567556426	-100.980335018	1669.0	P_2815
W	22.543743918	-100.962858620	1690.0	P_2816
W	22.520321020	-101.105570188	1938.3	P_2817
W	22.374921825	-100.934893042	1843.9	P_2818
W	22.005872736	-100.816126715	1863.3	P_2819
W	22.145905417	-101.034488194	1940.9	P_2820
W	22.089201303	-100.925097713	1921.6	P_2821
W	22.474059694	-100.814683155	1969.1	P_2822
W	22.368579492	-100.891263718	1858.9	P_2823
W	22.068838090	-101.141529254	2335.9	P_2824
W	22.032873479	-101.064537740	2243.8	P_2825
W	22.012807940	-100.920094564	1964.0	P_2826
W	22.006243996	-101.037764442	2578.7	P_2827
W	22.015366654	-100.883376505	1873.0	P_2828
W	22.389735498	-100.989233711	1818.0	P_2829
W	22.433092568	-100.992433784	1880.0	P_2830
W	22.503046666	-101.098283444	1934.9	P_2831
W	22.386363391	-100.988591979	1817.0	P_2832
W	22.009310953	-100.994042604	2318.7	P_2833
W	22.476172493	-100.940648538	1887.3	P_2834
W	22.019709783	-100.909548922	1923.0	P_2835
W	22.400796702	-100.972365431	1819.0	P_2836
W	21.971196521	-100.824323374	1839.9	P_2837
W	22.393598013	-100.839547167	1827.0	P_2838
W	22.017071530	-100.911651583	1931.5	P_2839
W	22.146741230	-101.020006063	1899.0	P_2840
W	22.534917287	-101.067877748	1786.6	P_2841
W	22.315104201	-100.884406603	1825.0	P_2842
W	22.528228697	-101.023523443	1705.0	P_2843
W	22.575854060	-100.981437668	1669.0	P_2844
W	22.249417681	-100.963303801	1849.2	P_2845
W	22.024041849	-101.020889234	2510.9	P_2846
W	22.515551696	-100.993834615	1710.7	P_2847
W	22.377524135	-101.007849543	1817.6	P_2848
W	22.469243223	-100.838224794	1911.9	P_2849
W	22.532344107	-101.065087734	1779.2	P_2850
W	22.338565707	-100.932061909	1821.6	P_2851
W	22.179823375	-101.001602265	1881.3	P_2852
W	22.449136796	-100.836549079	1873.8	P_2853
W	22.061464892	-101.077751725	2209.6	P_2854
W	22.044512270	-101.032905055	2345.2	P_2855
W	22.545436650	-101.039275846	1724.1	P_2856
W	22.651103207	-100.970440739	1648.0	P_2857
W	22.052742894	-101.088297101	2180.4	P_2858
W	22.268192930	-100.915384284	1831.0	P_2859
W	22.443087733	-100.918047553	1900.0	P_2860
W	22.550711107	-101.064325570	1780.5	P_2861
W	22.593166956	-100.941534558	1650.0	P_2862
W	22.553104747	-101.041211382	1728.0	P_2863
W	22.576859950	-101.050629059	1755.6	P_2864
W	22.546327279	-101.040179354	1726.0	P_2865
W	22.236262847	-100.938115617	1841.0	P_2866
W	22.452373429	-100.944274545	1868.3	P_2867
W	22.598452096	-100.930201123	1646.0	P_2868
W	22.021007745	-101.017322219	2440.2	P_2869
W	22.342922962	-100.964550215	1823.0	P_2870
W	22.012355696	-100.887385153	1879.1	P_2871
W	22.455436285	-101.041050210	1929.3	P_2872
W	22.535990257	-101.009375046	1691.0	P_2873
W	22.455786530	-100.962740645	1827.4	P_2874
W	22.648796896	-100.954970044	1638.0	P_2875
W	22.201676982	-101.016710687	1899.0	P_2876
W	22.552779371	-101.130296078	2002.3	P_2877
W	22.109433950	-101.019109755	2118.2	P_2878
W	22.240924484	-100.979290131	1850.9	P_2879
W	22.067646121	-101.125048731	2182.3	P_2880
W	22.551921103	-101.094249421	1859.4	P_2881
W	22.373579860	-100.938410294	1841.3	P_2882
W	22.140882109	-101.073363069	2044.5	P_2883
W	22.062955937	-101.071492707	2142.2	P_2884
W	22.061565050	-101.141548148	2377.6	P_2885
W	22.012761319	-101.020412223	2432.0	P_2886
W	22.110434080	-101.131679328	2130.3	P_2887
W	22.617131268	-100.998318736	1669.9	P_2888
W	22.123476683	-101.015558266	1928.5	P_2889
W	22.553417768	-100.959074319	1675.0	P_2890
W	22.089298521	-101.071415469	2019.1	P_2891
W	22.522892920	-101.107496988	1961.8	P_2892
W	22.329172676	-100.883997292	1829.0	P_2893
W	22.108742213	-100.977992843	1907.3	P_2894
W	22.559550459	-101.045383492	1732.0	P_2895
W	22.410105747	-100.900810908	1912.6	P_2896
W	22.413235660	-101.003725640	1901.1	P_2897
W	22.054828485	-100.972812061	2279.5	P_2898
W	22.634210124	-100.959979952	1642.0	P_2899
W	22.067378971	-100.922734036	2034.5	P_2900
W	22.093660520	-101.027069057	2207.2	P_2901
W	22.149708309	-100.976339062	1865.0	P_2902
W	22.534296938	-100.995976960	1685.1	P_2903
W	22.122844318	-101.096642228	2095.1	P_2904
W	22.613521145	-100.972963424	1652.8	P_2905
W	22.066766192	-100.976164698	2106.2	P_2906
W	22.042244799	-100.942139478	2027.8	P_2907
W	22.002829875	-100.995751258	2308.5	P_2908
W	22.340233661	-100.908105678	1827.8	P_2909
W	22.326304881	-100.983220273	1831.0	P_2910
W	22.131761483	-100.927363716	1848.0	P_2911
W	22.455987632	-100.956088081	1878.3	P_2912
W	22.169932656	-100.970006181	1859.0	P_2913
W	22.463826140	-100.930416330	1884.9	P_2914
W	22.144041599	-101.121961337	2216.6	P_2915
W	22.014722292	-101.043518892	2519.6	P_2916
W	22.089263813	-100.911005800	1864.3	P_2917
W	22.227308443	-100.990483414	1864.2	P_2918
W	22.148478907	-101.065971017	2032.0	P_2919
W	22.110524113	-101.092142255	2054.1	P_2920
W	22.040118864	-100.929941621	1999.9	P_2921
W	22.025384717	-100.994715569	2356.0	P_2922
W	22.098131619	-100.933764847	1915.1	P_2923
W	22.030479446	-100.845456135	1848.0	P_2924
W	22.095059164	-100.911066370	1847.0	P_2925
W	22.603475600	-100.920117502	1642.0	P_2926
W	22.123089267	-100.993150618	1890.7	P_2927
W	22.563674061	-100.944211397	1661.0	P_2928
W	22.244498674	-100.926681468	1840.0	P_2929
W	22.063379905	-100.879013128	1869.0	P_2930
W	22.471793251	-101.049755118	1780.5	P_2931
W	22.216882872	-100.941416427	1847.0	P_2932
W	22.008928681	-101.017472979	2506.3	P_2933
W	22.461945505	-100.779748612	2130.6	P_2934
W	22.459988754	-100.807126101	2124.8	P_2935
W	22.059978801	-100.994977618	2342.2	P_2936
W	22.079603602	-100.986790838	2238.3	P_2937
W	22.146890139	-101.069607017	2067.5	P_2938
W	22.369851942	-100.936732245	1838.7	P_2939
W	22.470252520	-100.792758961	2091.1	P_2940
W	22.393908724	-100.933588740	1876.7	P_2941
W	22.574646825	-101.077630414	1819.7	P_2942
W	22.214743491	-101.014985737	1894.0	P_2943
W	22.108633652	-100.955215400	1883.9	P_2944
W	22.249705895	-100.959658542	1842.6	P_2945
W	22.120404251	-100.917904544	1847.0	P_2946
W	22.452328155	-100.832700191	1912.2	P_2947
W	22.296363021	-100.969949590	1834.6	P_2948
W	22.076545569	-101.134836518	2206.7	P_2949
W	22.572946058	-101.026384839	1711.5	P_2950
W	22.414486660	-100.988439497	1834.9	P_2951
W	22.464447582	-100.928738505	1875.6	P_2952
W	22.450140308	-100.990944420	1859.9	P_2953
W	22.391582150	-100.836964984	1827.0	P_2954
W	22.041103237	-101.015984976	2201.0	P_2955
W	22.072768895	-100.874288211	1862.5	P_2956
W	22.605216873	-100.949051316	1648.0	P_2957
W	22.422660350	-100.948467876	1897.3	P_2958
W	22.595815708	-100.939026479	1649.6	P_2959
W	22.085421517	-100.935026351	1991.5	P_2960
W	22.029413668	-100.988395227	2515.1	P_2961
W	22.309744016	-100.891770452	1825.0	P_2962
W	22.443194445	-100.844274271	1835.0	P_2963
W	22.109263862	-100.910141950	1847.0	P_2964
W	22.008289914	-100.886933287	1877.2	P_2965
W	22.254348491	-100.942144915	1840.0	P_2966
W	22.438952866	-100.979398932	1856.1	P_2967
W	22.094725614	-101.060652879	2099.5	P_2968
W	22.604469614	-100.933704530	1646.0	P_2969
W	22.459289443	-100.767583716	2131.2	P_2970
W	22.366676339	-100.883475693	1827.0	P_2971
W	22.112075059	-100.949916778	1869.0	P_2972
W	22.573543137	-100.999628542	1677.6	P_2973
W	22.261804876	-100.965415418	1850.0	P_2974
W	22.081401996	-100.922837018	1939.5	P_2975
W	22.057156247	-100.954442336	2159.3	P_2976
W	22.406231596	-100.864431335	1873.5	P_2977
W	22.370825658	-100.909170523	1865.2	P_2978
W	22.506482094	-100.958398248	1760.7	P_2979
W	22.093752557	-100.893011679	1858.0	P_2980
W	22.420392865	-100.942943390	1912.1	P_2981
W	22.412542631	-100.915525659	1985.4	P_2982
W	22.066186447	-101.091081123	2116.0	P_2983
W	22.431428503	-100.995095690	1886.1	P_2984
W	22.056053946	-101.127273918	2189.8	P_2985
W	22.333709745	-100.982121009	1830.0	P_2986
W	22.632978297	-100.933917012	1637.0	P_2987
W	22.550791339	-101.080709857	1826.1	P_2988
W	22.621456330	-101.008927230	1683.6	P_2989
W	22.418194687	-100.841469924	1827.0	P_2990
W	22.525793613	-100.915808796	1717.0	P_2991
W	22.079883164	-100.927087614	1972.0	P_2992
W	22.209458301	-100.992969595	1878.0	P_2993
W	22.076993750	-101.106763009	2115.7	P_2994
W	22.053241174	-101.017626241	2332.7	P_2995
W	22.059496747	-101.050010935	2252.3	P_2996
W	22.016804765	-101.105436418	2401.2	P_2997
W	22.012485893	-100.946253864	2359.0	P_2998
W	22.020447175	-101.032186089	2550.6	P_2999
W	22.592713807	-100.970117635	1657.0	P_3000
W	22.485746972	-100.980878255	1840.3	P_3001
W	22.422399787	-100.950597360	1867.1	P_3002
W	22.120586994	-100.963011002	1878.0	P_3003
W	22.477977247	-101.045928914	1744.1	P_3004
W	22.480472634	-100.975252418	1820.3	P_3005
W	22.026635077	-101.107904247	2402.9	P_3006
W	22.001147575	-101.027694018	2445.1	P_3007
W	22.381196040	-100.939517673	1838.2	P_3008
W	22.375753457	-100.947397080	1823.8	P_3009
W	22.222294520	-100.969682098	1852.0	P_3010
W	22.474216798	-100.786736244	2060.0	P_3011
W	22.577436710	-100.963227732	1659.0	P_3012
W	22.276913731	-100.945886531	1832.2	P_3013
W	22.124506664	-101.068599925	2049.7	P_3014
W	22.144196638	-100.939681122	1852.0	P_3015
W	22.129058921	-101.030614168	1935.6	P_3016
W	22.650720878	-100.907522332	1624.0	P_3017
W	22.036122703	-101.029268196	2343.6	P_3018
W	22.074018753	-101.026842970	2214.5	P_3019
W	22.357359557	-100.905344492	1837.0	P_3020
W	22.477826410	-100.939515352	1851.0	P_3021
W	22.179094953	-100.999799378	1879.1	P_3022
W	22.456321411	-100.874096347	1860.0	P_3023
W	22.070862851	-100.985083836	2140.4	P_3024
W	22.588521440	-100.971617506	1658.8	P_3025
W	22.106787098	-101.098200349	2036.6	P_3026
W	22.047372075	-100.862936915	1858.1	P_3027
W	22.438705598	-100.997431580	1860.7	P_3028
W	22.416392042	-100.910018236	1920.4	P_3029
W	22.406713891	-100.866341396	1872.6	P_3030
W	22.043657366	-101.079685734	2226.0	P_3031
W	21.995285746	-100.851134166	1839.6	P_3032
W	22.283921011	-100.937648148	1830.0	P_3033
W	22.366135309	-100.920655561	1840.0	P_3034
W	22.113547873	-101.108060029	2106.9	P_3035
W	22.003816778	-100.898162739	1894.9	P_3036
W	22.118978319	-101.137402358	2103.0	P_3037
W	22.504359337	-100.950791596	1759.0	P_3038
W	22.156189822	-101.080060521	2008.0	P_3039
W	22.453892933	-100.938930799	1919.5	P_3040
W	22.066813176	-100.963568007	2039.4	P_3041
W	22.595889844	-100.947949793	1651.0	P_3042
W	22.637478212	-100.918221839	1630.0	P_3043
W	22.432041608	-100.905694954	1890.0	P_3044
W	22.610387870	-100.943542121	1646.0	P_3045
W	22.443901560	-100.957081479	1861.1	P_3046
W	22.118493402	-100.997633421	1914.1	P_3047
W	22.289760782	-100.955734326	1833.0	P_3048
W	22.484746180	-100.945501502	1822.5	P_3049
W	22.206915838	-100.980253642	1865.4	P_3050
W	22.427527180	-100.869237042	1846.2	P_3051
W	22.229948199	-100.941073404	1843.0	P_3052
W	22.034145378	-100.862386731	1857.6	P_3053
W	22.134019961	-100.969723387	1872.0	P_3054
W	22.020663721	-100.970437106	2571.1	P_3055
W	22.208820002	-101.010381012	1891.0	P_3056
W	22.484819267	-100.938484145	1823.9	P_3057
W	22.058872067	-101.109361186	2233.6	P_3058
W	22.073417326	-100.943668911	2102.0	P_3059
W	22.143869048	-100.933761039	1850.0	P_3060
W	22.064601549	-101.063787998	2325.0	P_3061
W	22.581197545	-100.967273426	1658.0	P_3062
W	22.145258551	-101.027037387	1926.8	P_3063
W	22.529967668	-101.102965090	1885.4	P_3064
W	22.636594942	-100.911440344	1630.0	P_3065
W	22.453594968	-100.980414163	1838.0	P_3066
W	22.114825832	-101.104479123	2197.8	P_3067
W	22.146309004	-101.016000246	1883.8	P_3068
W	22.031721323	-101.118925661	2395.1	P_3069
W	22.387439076	-100.934877472	1860.0	P_3070
W	22.129262643	-100.963243078	1872.2	P_3071
W	22.093986887	-101.045764427	2051.4	P_3072
W	22.492277649	-101.021706001	1751.4	P_3073
W	22.150120729	-101.095394200	2106.1	P_3074
W	22.348785411	-100.920745157	1817.0	P_3075
W	22.418507458	-100.979705167	1830.0	P_3076
W	22.607016735	-101.017259755	1691.0	P_3077
W	22.011888835	-101.032701458	2443.4	P_3078
W	22.493536059	-101.057343168	1851.0	P_3079
W	22.083811229	-100.959241706	2029.2	P_3080
W	22.477541058	-100.986236763	1837.0	P_3081
W	22.613306607	-101.025103742	1703.0	P_3082
W	22.035113891	-101.084181930	2265.4	P_3083
W	22.139804391	-100.935696407	1850.0	P_3084
W	22.074560253	-100.988280095	2215.8	P_3085
W	22.406845601	-100.947430394	1881.2	P_3086
W	22.043179226	-101.101187627	2222.9	P_3087
W	22.496483778	-101.055934453	1789.1	P_3088
W	22.610807139	-101.016043622	1691.0	P_3089
W	22.436064811	-100.997742133	1921.6	P_3090
W	22.034140694	-100.969190291	2604.4	P_3091
W	22.635397682	-100.918860286	1631.0	P_3092
W	22.538242700	-100.932975164	1707.0	P_3093
W	22.180808491	-101.009147381	1891.0	P_3094
W	22.566311315	-101.007171875	1682.0	P_3095
W	22.298287965	-100.980839894	1837.7	P_3096
W	22.415499968	-100.862095912	1844.1	P_3097
W	22.419020449	-100.962555359	1838.0	P_3098
W	22.018264069	-101.125205763	2390.7	P_3099
W	22.179799857	-101.017037355	1896.0	P_3100
W	22.047138214	-100.995642192	2442.2	P_3101
W	21.986645301	-100.831349963	1840.0	P_3102
W	22.420904711	-100.892800699	1861.0	P_3103
W	22.086036799	-100.927988345	1924.1	P_3104
W	22.015204759	-100.808635617	1871.0	P_3105
W	22.424262383	-100.927973812	1910.0	P_3106
W	22.018861294	-101.027850598	2560.2	P_3107
W	22.046691637	-100.865014043	1860.0	P_3108
W	22.308631710	-100.961581258	1830.0	P_3109
W	22.086976343	-101.114174957	2099.8	P_3110
W	22.009453124	-101.094280189	2431.4	P_3111
W	22.041009019	-100.929290857	2043.6	P_3112
W	22.417760455	-100.891173830	1856.2	P_3113
W	22.084517156	-101.009945362	2329.8	P_3114
W	22.425865689	-100.985776478	1860.7	P_3115
W	22.560209448	-101.060799714	1768.5	P_3116
W	22.584094925	-100.981626143	1666.4	P_3117
W	22.571669502	-101.073430579	1798.2	P_3118
W	22.319413987	-100.961791813	1830.0	P_3119
W	22.355834804	-100.922827708	1821.0	P_3120
W	21.973232740	-100.825101295	1837.1	P_3121
W	22.540757954	-101.131726150	2157.1	P_3122
W	22.633931921	-100.984873453	1655.0	P_3123
W	22.024489356	-101.120064565	2443.3	P_3124
W	22.387130519	-100.904459068	1959.4	P_3125
W	22.324715626	-100.970186597	1830.0	P_3126
W	22.293042726	-100.927448038	1830.0	P_3127
W	22.073723987	-101.135915001	2258.0	P_3128
W	22.477998264	-101.063814797	1775.9	P_3129
W	22.147461783	-100.969780277	1865.0	P_3130
W	22.120653956	-100.956355266	1870.0	P_3131
W	22.253763095	-100.961040975	1840.4	P_3132
W	22.004534065	-101.059670115	2588.4	P_3133
W	22.078657732	-100.889761314	1867.2	P_3134
W	22.069903436	-100.883257079	1870.8	P_3135
W	22.384955591	-100.857897381	1828.4	P_3136
